Date,Plant_ID,Production_Volume,Defect_Rate,CO2_Emissions_kg,Delivery_OnTime_%,Customer_NPS,Inventory_Level
2023-03-26,PLT006,2624,1.96,4907,88.83,61,18285
2023-03-27,PLT006,1786,0.41,5982,96.73,14,6485
2023-03-28,PLT006,1621,2.46,3248,96.17,76,11398
2023-03-29,PLT006,1812,1.59,4161,99.19,75,5446
2023-03-30,PLT006,1770,1.73,1518,85.02,87,4468
2023-03-31,PLT006,912,3.1,4858,84.58,61,4629
2023-04-01,PLT006,1397,1.78,1775,80.63,58,7382
2023-04-02,PLT006,2656,0.37,5578,88.21,38,10538
2023-04-03,PLT006,3185,1.03,4445,89.18,47,4113
2023-04-04,PLT006,2017,1.82,1864,99.29,79,5225
2023-04-05,PLT006,2094,1.66,3473,96.62,17,18798
2023-04-06,PLT006,2904,3.05,2294,83.34,68,18877
2023-04-07,PLT006,2547,2.03,2089,95.97,64,9483
2023-04-08,PLT006,2490,2.51,5794,83.57,11,16534
2023-04-09,PLT006,2390,1.8,5813,81.56,35,5616
2023-04-10,PLT006,1042,1.71,2240,96.74,72,7317
2023-04-11,PLT006,2124,1.73,3694,99.52,26,11351
2023-04-12,PLT006,3426,1.61,2169,81.76,68,11580
2023-04-13,PLT006,1464,2.02,2937,96.28,25,10416
2023-04-14,PLT006,3418,1.1,2355,97.18,67,8640
2023-04-15,PLT006,3331,3.15,3877,82.38,73,9733
2023-04-16,PLT006,2615,1.37,5533,85.67,59,17588
2023-04-17,PLT006,1316,0.77,3393,94.67,94,14862
2023-04-18,PLT006,2748,0.61,2686,96.15,35,9618
2023-04-19,PLT006,3255,0.34,3342,87.08,26,8813
2023-04-20,PLT006,2617,1.65,1826,83.2,55,17065
2023-04-21,PLT006,2290,0.9,4726,92.97,77,15260
2023-04-22,PLT006,1967,0.37,3900,94.04,59,6537
2023-04-23,PLT006,2766,1.96,5778,90.07,52,18550
2023-04-24,PLT006,2021,2.48,5601,82.9,57,7174
2023-04-25,PLT006,2188,0.57,5515,96.89,77,11974
2023-04-26,PLT006,2706,1.77,5806,92.91,28,14829
2023-04-27,PLT006,3087,2.68,1550,97.38,34,6222
2023-04-28,PLT006,2404,3.45,2968,98.66,81,12021
2023-04-29,PLT006,1916,2.44,2509,96.11,27,4051
2023-04-30,PLT006,1852,1.08,5972,99.17,60,6344
2023-05-01,PLT006,971,2.59,5057,99.09,27,18299
2023-05-02,PLT006,2590,2.21,2574,92.39,67,14414
2023-05-03,PLT006,2191,0.98,1653,94.56,73,9064
2023-05-04,PLT006,2244,3.02,2081,93.99,80,10486
2023-05-05,PLT006,3054,1.67,2287,92.42,66,9830
2023-05-06,PLT006,1782,3.38,4881,80.39,26,8695
2023-05-07,PLT006,1038,2.61,3767,87.12,68,8266
2023-05-08,PLT006,3220,2.36,5758,82.0,76,15300
2023-05-09,PLT006,2404,2.63,2470,86.01,24,5658
2023-05-10,PLT006,3363,1.83,2147,81.37,35,11368
2023-05-11,PLT006,3453,1.92,2445,98.4,57,9183
2023-05-12,PLT006,1632,3.02,2995,89.03,23,15749
2023-05-13,PLT006,2648,2.48,3547,83.79,90,16742
2023-05-14,PLT006,1323,3.17,2672,91.7,18,17014
2023-05-15,PLT006,2491,3.15,5718,83.93,16,17720
2023-05-16,PLT006,1289,3.42,4386,96.09,64,13078
2023-05-17,PLT006,1241,2.54,5658,86.12,21,15245
2023-05-18,PLT006,1845,1.91,2232,86.3,26,14994
2023-05-19,PLT006,1513,0.83,4587,97.4,82,14389
2023-05-20,PLT006,1392,2.56,4961,91.18,17,9621
2023-05-21,PLT006,1091,1.23,3157,97.75,51,8010
2023-05-22,PLT006,1398,1.21,1978,88.26,85,4635
2023-05-23,PLT006,1721,1.06,2637,86.88,46,15206
2023-05-24,PLT006,2635,3.1,5453,90.12,29,19045
2023-05-25,PLT006,2156,3.08,2476,81.23,10,17859
2023-05-26,PLT006,2868,2.32,1736,83.08,18,16077
2023-05-27,PLT006,1126,1.81,4023,84.39,33,10421
2023-05-28,PLT006,2294,2.45,5543,96.33,43,14274
2023-05-29,PLT006,3086,2.24,2097,94.68,45,19984
2023-05-30,PLT006,1716,1.63,3202,83.87,13,4174
2023-05-31,PLT006,2373,1.51,3676,85.53,38,13248
2023-06-01,PLT006,1986,1.52,4057,98.89,25,13940
2023-06-02,PLT006,1003,2.19,1664,81.72,17,14954
2023-06-03,PLT006,2774,2.37,3824,90.95,48,15660
2023-06-04,PLT006,1770,1.75,4539,90.44,67,14493
2023-06-05,PLT006,1567,3.4,2069,94.51,21,12759
2023-06-06,PLT006,2942,0.57,4828,85.23,53,16610
2023-06-07,PLT006,1172,1.41,1640,98.7,13,10156
2023-06-08,PLT006,1929,1.64,2185,88.21,34,18385
2023-06-09,PLT006,3131,0.35,2186,85.71,79,13975
2023-06-10,PLT006,1951,1.47,4780,86.74,76,19592
2023-06-11,PLT006,2473,1.18,4263,86.97,48,19288
2023-06-12,PLT006,1192,1.92,5090,83.98,33,19329
2023-06-13,PLT006,3124,1.38,3538,98.56,94,11707
2023-06-14,PLT006,3005,2.62,2574,83.5,15,18951
2023-06-15,PLT006,2192,1.93,3725,97.66,81,11009
2023-06-16,PLT006,1207,0.72,2841,88.1,42,6143
2023-06-17,PLT006,1876,2.7,3189,85.39,57,16630
2023-06-18,PLT006,2151,0.62,4510,83.97,76,10999
2023-06-19,PLT006,2170,2.98,1863,90.09,11,14432
2023-06-20,PLT006,2417,3.28,2567,93.39,47,14750
2023-06-21,PLT006,3030,1.33,4140,97.96,49,5474
2023-06-22,PLT006,2109,3.26,5249,93.05,65,9244
2023-06-23,PLT006,3199,2.84,3530,89.67,30,11248
2023-06-24,PLT006,2278,3.25,2117,80.67,91,8102
2023-06-25,PLT006,2673,2.43,5954,98.31,44,4329
2023-06-26,PLT006,2619,1.05,4646,98.05,84,16370
2023-06-27,PLT006,2942,3.16,3482,87.57,84,17847
2023-06-28,PLT006,1695,0.89,1693,80.58,76,19240
2023-06-29,PLT006,1796,0.98,5958,94.67,69,6673
2023-06-30,PLT006,2861,1.17,2619,95.83,32,8622
2023-07-01,PLT006,1109,1.27,5702,90.85,74,9232
2023-07-02,PLT006,3394,1.95,2026,88.06,72,10583
2023-07-03,PLT006,3407,2.58,3452,97.02,32,4889
2023-07-04,PLT006,1867,3.26,3282,83.85,51,12021
2023-07-05,PLT006,1371,0.58,4173,88.79,73,12953
2023-07-06,PLT006,3317,3.35,3897,80.49,75,13215
2023-07-07,PLT006,1822,3.25,5224,83.28,90,5680
2023-07-08,PLT006,1036,0.47,4089,98.82,50,18354
2023-07-09,PLT006,1266,1.45,5026,91.56,29,18344
2023-07-10,PLT006,1083,2.9,5349,96.11,18,9951
2023-07-11,PLT006,3419,2.26,3134,89.73,66,15448
2023-07-12,PLT006,2298,2.79,4509,96.7,84,13253
2023-07-13,PLT006,1436,2.6,1593,90.78,26,10866
2023-07-14,PLT006,2502,1.89,5294,80.09,87,13095
2023-07-15,PLT006,2173,0.43,4866,97.99,91,4133
2023-07-16,PLT006,3457,2.17,4446,82.97,27,10064
2023-07-17,PLT006,1996,0.46,1588,89.01,72,5125
2023-07-18,PLT006,2205,2.23,4050,89.53,81,14156
2023-07-19,PLT006,1815,2.86,4314,80.94,81,17460
2023-07-20,PLT006,1051,2.17,2945,81.06,35,6039
2023-07-21,PLT006,1928,3.49,3330,95.25,81,8188
2023-07-22,PLT006,2118,1.76,4241,86.01,93,6849
2023-07-23,PLT006,2877,2.7,2054,88.19,81,15403
2023-07-24,PLT006,3411,2.44,5264,91.28,87,7366
2023-07-25,PLT006,1170,3.47,3934,87.47,22,6911
2023-07-26,PLT006,2086,2.58,2180,95.5,26,17061
2023-07-27,PLT006,1359,0.82,3131,97.69,35,19952
2023-07-28,PLT006,1004,3.36,1702,81.19,15,6591
2023-07-29,PLT006,2610,2.44,5418,92.71,90,8283
2023-07-30,PLT006,3109,0.49,4639,86.35,13,14375
2023-07-31,PLT006,3298,2.4,3725,91.67,16,8261
2023-08-01,PLT006,1333,3.13,3186,89.68,26,15740
2023-08-02,PLT006,1039,2.15,2328,86.67,59,11134
2023-08-03,PLT006,2394,1.43,3522,81.9,15,19506
2023-08-04,PLT006,986,2.93,1602,91.19,39,4244
2023-08-05,PLT006,2611,2.8,3057,82.26,83,17494
2023-08-06,PLT006,3130,2.04,5711,83.12,65,9128
2023-08-07,PLT006,3315,0.79,5587,99.64,48,17747
2023-08-08,PLT006,1028,1.1,4011,86.33,23,13371
2023-08-09,PLT006,2169,2.66,1603,91.69,63,8925
2023-08-10,PLT006,2501,2.88,4938,85.44,31,10831
2023-08-11,PLT006,1569,1.19,4357,97.31,66,18449
2023-08-12,PLT006,1048,1.48,2306,85.67,50,5778
2023-08-13,PLT006,1884,0.55,3574,87.34,19,10310
2023-08-14,PLT006,1751,2.58,2026,92.17,11,14727
2023-08-15,PLT006,2356,0.31,4936,97.4,76,12628
2023-08-16,PLT006,1527,0.45,1797,96.32,57,14462
2023-08-17,PLT006,2392,0.31,1860,85.28,51,10334
2023-08-18,PLT006,3393,2.37,5217,96.59,20,9906
2023-08-19,PLT006,2944,1.64,3476,94.02,83,14016
2023-08-20,PLT006,1783,1.25,3577,99.8,21,18911
2023-08-21,PLT006,3241,3.22,4911,98.71,23,12985
2023-08-22,PLT006,2688,0.92,3673,90.66,39,16460
2023-08-23,PLT006,1149,1.55,3089,95.0,69,13472
2023-08-24,PLT006,1847,3.31,2889,91.4,86,13930
2023-08-25,PLT006,1874,1.67,5014,91.9,39,12641
2023-08-26,PLT006,2225,2.08,1762,82.03,47,11668
2023-08-27,PLT006,1883,0.56,4483,80.04,84,5954
2023-08-28,PLT006,1788,2.83,4419,80.96,74,18412
2023-08-29,PLT006,3017,1.65,3363,99.33,56,12806
2023-08-30,PLT006,1774,2.86,1501,82.53,48,16513
2023-08-31,PLT006,2226,1.11,3433,80.89,58,11393
2023-09-01,PLT006,1370,1.65,1893,86.19,82,12930
2023-09-02,PLT006,2887,2.82,1805,91.76,67,5631
2023-09-03,PLT006,990,3.42,2029,98.97,26,9036
2023-09-04,PLT006,1429,0.49,4879,94.0,15,16363
2023-09-05,PLT006,1560,2.9,2464,85.53,24,19392
2023-09-06,PLT006,1638,1.26,5519,98.78,76,7665
2023-09-07,PLT006,1771,2.06,2170,80.72,37,12260
2023-09-08,PLT006,2586,1.23,5568,99.58,82,14066
2023-09-09,PLT006,1091,2.26,3752,81.17,53,18750
2023-09-10,PLT006,2886,1.43,4172,95.08,27,10874
2023-09-11,PLT006,3085,1.37,3213,80.91,41,19807
2023-09-12,PLT006,1244,0.42,5544,98.63,92,18697
2023-09-13,PLT006,1908,0.77,2135,82.17,78,4869
2023-09-14,PLT006,3450,3.23,4999,81.01,53,13585
2023-09-15,PLT006,1102,3.49,2617,97.79,79,15662
2023-09-16,PLT006,1472,2.8,3654,81.92,72,18125
2023-09-17,PLT006,1091,1.22,5723,95.96,85,7191
2023-09-18,PLT006,2952,1.59,1537,94.94,67,7119
2023-09-19,PLT006,2813,2.67,3132,91.98,56,6115
2023-09-20,PLT006,2616,3.4,5793,87.56,26,19698
2023-09-21,PLT006,1210,1.76,5275,98.31,48,11252
2023-09-22,PLT006,3496,2.95,3554,97.42,68,16157
2023-09-23,PLT006,3003,3.42,5585,88.52,16,19271
2023-09-24,PLT006,1342,3.1,4903,84.63,72,4376
2023-09-25,PLT006,2160,1.03,2018,85.45,66,17696
2023-09-26,PLT006,1769,0.33,3741,84.41,84,14515
2023-09-27,PLT006,1484,1.87,3863,90.83,43,15007
2023-09-28,PLT006,2494,2.0,2541,97.37,62,5941
2023-09-29,PLT006,2437,0.94,2894,95.47,75,19285
2023-09-30,PLT006,1259,1.21,4369,95.91,87,4204
2023-10-01,PLT006,2623,2.75,5176,88.97,91,12936
2023-10-02,PLT006,2977,1.81,5221,86.45,57,15328
2023-10-03,PLT006,2702,1.32,5272,95.15,69,11054
2023-10-04,PLT006,2911,2.29,1734,95.87,52,9948
2023-10-05,PLT006,3055,2.39,4640,93.91,82,11246
2023-10-06,PLT006,1743,2.76,1946,80.64,13,13741
2023-10-07,PLT006,2525,0.8,1507,91.79,87,8420
2023-10-08,PLT006,1790,2.67,2499,86.94,84,6425
2023-10-09,PLT006,2891,2.22,2834,83.92,61,15056
2023-10-10,PLT006,2882,0.48,1633,93.89,41,7973
2023-10-11,PLT006,1859,2.79,3932,85.37,60,16968
2023-10-12,PLT006,2368,1.53,1555,98.26,19,4670
2023-10-13,PLT006,2361,1.36,4685,85.96,21,18963
2023-10-14,PLT006,1631,1.73,2611,91.1,91,7417
2023-10-15,PLT006,1505,1.41,4679,96.56,48,7065
2023-10-16,PLT006,3404,1.38,3023,88.04,89,5727
2023-10-17,PLT006,1514,2.89,1643,96.57,77,9976
2023-10-18,PLT006,2904,0.7,4416,94.47,19,18770
2023-10-19,PLT006,2619,3.41,3603,98.42,91,8026
2023-10-20,PLT006,1573,2.08,2119,86.52,82,11862
2023-10-21,PLT006,2170,0.89,3386,82.1,19,15124
2023-10-22,PLT006,3490,0.72,3520,88.61,32,19737
2023-10-23,PLT006,2487,2.19,2908,95.72,86,10064
2023-10-24,PLT006,2511,2.33,4421,89.01,22,7814
2023-10-25,PLT006,1796,0.47,4873,85.24,57,5703
2023-10-26,PLT006,2362,1.08,4976,80.55,53,15278
2023-10-27,PLT006,1177,2.85,2336,86.26,89,11621
2023-10-28,PLT006,1451,0.46,5402,94.27,73,15456
2023-10-29,PLT006,2536,3.04,3085,82.95,49,17544
2023-10-30,PLT006,3058,2.41,2336,86.82,15,11430
2023-10-31,PLT006,3332,1.69,4057,80.4,81,8541
2023-11-01,PLT006,1660,1.41,4359,94.44,91,4053
2023-11-02,PLT006,2349,0.36,5860,97.61,52,4691
2023-11-03,PLT006,1304,2.94,2897,91.37,41,10066
2023-11-04,PLT006,2258,0.76,5322,80.52,58,16291
2023-11-05,PLT006,2132,1.29,5897,84.35,83,12448
2023-11-06,PLT006,921,2.12,4930,88.77,28,7432
2023-11-07,PLT006,1577,1.09,2304,91.75,93,4833
2023-11-08,PLT006,2928,1.89,2575,89.93,61,19599
2023-11-09,PLT006,2131,2.89,5694,98.32,61,14721
2023-11-10,PLT006,2955,1.81,4140,98.77,43,9794
2023-11-11,PLT006,2708,3.34,4584,82.14,68,18796
2023-11-12,PLT006,1428,3.01,2913,82.77,90,15088
2023-11-13,PLT006,2937,1.37,5952,87.16,14,13353
2023-11-14,PLT006,2576,1.58,3163,88.42,75,7522
2023-11-15,PLT006,1556,1.65,4475,91.72,50,17635
2023-11-16,PLT006,1065,2.3,5606,95.46,43,12664
2023-11-17,PLT006,1748,1.22,5676,82.72,63,9860
2023-11-18,PLT006,1395,3.4,3553,96.05,29,6026
2023-11-19,PLT006,1489,2.25,3920,92.2,63,13829
2023-11-20,PLT006,1328,1.58,4028,99.62,75,7548
2023-11-21,PLT006,1062,2.36,5817,93.02,27,14432
2023-11-22,PLT006,3313,1.57,3440,94.32,53,14546
2023-11-23,PLT006,2162,2.92,4652,83.9,57,19901
2023-11-24,PLT006,971,2.12,3446,95.38,44,17046
2023-11-25,PLT006,1554,0.43,2014,81.59,88,4905
2023-11-26,PLT006,1168,0.87,1720,93.13,48,10364
2023-11-27,PLT006,2676,3.07,1727,81.11,12,18507
2023-11-28,PLT006,3362,2.1,3837,82.3,28,5183
2023-11-29,PLT006,2168,3.34,5888,82.16,92,14411
2023-11-30,PLT006,1915,0.53,4764,81.05,27,17374
2023-12-01,PLT006,1983,1.24,2455,86.42,92,15836
2023-12-02,PLT006,905,0.92,2997,99.89,14,5088
2023-12-03,PLT006,1881,2.07,2780,86.96,64,5192
2023-12-04,PLT006,1306,1.52,3478,95.22,22,6128
2023-12-05,PLT006,2853,0.8,3029,82.65,43,19094
2023-12-06,PLT006,2973,2.36,5983,89.09,27,9387
2023-12-07,PLT006,1885,2.02,4162,83.7,77,7451
2023-12-08,PLT006,1289,1.18,3913,83.84,81,16033
2023-12-09,PLT006,1609,1.84,4205,81.99,52,18408
2023-12-10,PLT006,2371,2.69,5035,88.64,74,4331
2023-12-11,PLT006,1653,0.96,5784,81.51,50,13403
2023-12-12,PLT006,3093,1.24,2417,98.2,47,5048
2023-12-13,PLT006,2311,1.41,2701,88.96,47,16280
2023-12-14,PLT006,2172,2.69,3922,96.77,22,6275
2023-12-15,PLT006,1425,3.01,3121,99.59,31,9237
2023-12-16,PLT006,2385,1.5,2259,93.56,38,19804
2023-12-17,PLT006,2960,1.25,5789,98.03,18,17419
2023-12-18,PLT006,3331,3.15,2988,82.71,77,10385
2023-12-19,PLT006,1455,3.5,5758,96.6,26,5634
2023-12-20,PLT006,918,2.45,5871,85.42,46,15797
2023-12-21,PLT006,1474,3.47,5959,89.45,73,11648
2023-12-22,PLT006,1903,2.41,3165,92.93,76,4502
2023-12-23,PLT006,3366,2.65,3502,98.07,13,7569
2023-12-24,PLT006,3366,1.54,1959,98.22,49,13271
2023-12-25,PLT006,2838,1.69,4521,81.84,25,11316
2023-12-26,PLT006,2839,0.76,3790,87.29,20,13526
2023-12-27,PLT006,2535,2.93,2865,95.86,35,8647
2023-12-28,PLT006,2598,3.28,4701,94.06,81,8018
2023-12-29,PLT006,3069,2.3,2883,80.53,74,17211
2023-12-30,PLT006,1331,1.4,3635,89.0,11,8216
2023-12-31,PLT006,2991,0.79,4532,96.59,54,9891
2024-01-01,PLT006,2795,1.15,5209,94.75,52,14265
2024-01-02,PLT006,2843,1.12,3021,88.24,12,16246
2024-01-03,PLT006,2240,2.26,3123,94.7,43,9231
2024-01-04,PLT006,3328,3.32,2181,91.02,89,18846
2024-01-05,PLT006,1044,0.45,4634,98.25,74,19216
2024-01-06,PLT006,3310,0.3,4761,91.74,73,12214
2024-01-07,PLT006,1973,2.22,4919,88.01,16,11848
2024-01-08,PLT006,1988,1.21,3367,97.26,44,14041
2024-01-09,PLT006,3302,3.12,5109,81.0,31,11431
2024-01-10,PLT006,1699,1.35,2699,98.01,57,14355
2024-01-11,PLT006,2051,1.23,4323,93.93,41,4479
2024-01-12,PLT006,3345,1.16,4448,98.81,35,6354
2024-01-13,PLT006,2856,0.76,5478,85.01,15,18566
2024-01-14,PLT006,1362,2.16,5125,93.9,55,14940
2024-01-15,PLT006,2674,0.84,1668,96.19,64,14731
2024-01-16,PLT006,2945,1.66,3521,94.04,84,8864
2024-01-17,PLT006,1707,1.78,3694,84.21,64,5143
2024-01-18,PLT006,1086,0.37,1938,85.51,94,6333
2024-01-19,PLT006,2643,0.35,4760,91.33,66,9083
2024-01-20,PLT006,1631,1.96,5755,88.94,72,11952
2024-01-21,PLT006,2835,2.53,3949,94.7,10,11574
2024-01-22,PLT006,2113,3.31,2363,87.57,30,17669
2024-01-23,PLT006,2311,0.87,1639,97.19,29,19225
2024-01-24,PLT006,1328,0.63,5923,88.64,82,9271
2024-01-25,PLT006,2207,0.47,1724,80.8,38,6645
2024-01-26,PLT006,3184,1.7,2057,80.35,52,9444
2024-01-27,PLT006,2117,2.29,3073,92.93,54,19192
2024-01-28,PLT006,2210,2.99,1885,90.81,74,10067
2024-01-29,PLT006,1670,2.48,2020,90.85,12,4838
2024-01-30,PLT006,1657,0.97,5472,95.8,29,11413
2024-01-31,PLT006,1035,1.78,4334,87.51,90,14041
2024-02-01,PLT006,1691,3.21,4642,99.91,46,12191
2024-02-02,PLT006,1070,1.35,3333,98.91,47,17205
2024-02-03,PLT006,3106,1.9,4661,80.26,83,15578
2024-02-04,PLT006,3148,3.37,5001,97.91,54,9035
2024-02-05,PLT006,2480,2.65,5702,93.61,51,15044
2024-02-06,PLT006,1861,2.69,2999,90.04,55,6209
2024-02-07,PLT006,1775,1.11,4463,91.65,69,18947
2024-02-08,PLT006,3318,1.63,2977,96.84,22,13584
2024-02-09,PLT006,1002,0.56,2403,99.02,40,15448
2024-02-10,PLT006,1901,2.24,3131,91.21,77,9048
2024-02-11,PLT006,2048,0.63,5486,83.63,71,5959
2024-02-12,PLT006,2381,2.97,2670,92.8,58,4275
2024-02-13,PLT006,1557,2.91,3827,81.52,27,19332
2024-02-14,PLT006,2120,2.01,5619,92.7,84,8624
2024-02-15,PLT006,1322,0.75,3244,96.17,62,13651
2024-02-16,PLT006,1070,0.38,3539,87.07,27,15523
2024-02-17,PLT006,3120,2.85,1619,81.42,60,13150
2024-02-18,PLT006,1352,2.22,5357,93.84,50,19604
2024-02-19,PLT006,3297,2.57,3175,86.79,76,5841
2024-02-20,PLT006,2875,1.27,2820,84.98,74,19697
2024-02-21,PLT006,2557,1.93,2515,93.78,92,16251
2024-02-22,PLT006,3441,2.69,3243,99.39,15,8145
2024-02-23,PLT006,2953,1.78,3442,94.91,83,19631
2024-02-24,PLT006,1187,2.22,5041,89.83,46,17546
2024-02-25,PLT006,2541,2.83,2946,92.01,21,18919
2024-02-26,PLT006,2347,0.99,5116,82.85,90,18140
2024-02-27,PLT006,2813,0.51,5394,96.26,11,9675
2024-02-28,PLT006,1507,2.0,3224,92.09,62,11057
2024-02-29,PLT006,1356,0.5,3772,99.32,34,12181
2024-03-01,PLT006,2664,2.75,5562,99.59,37,15569
2024-03-02,PLT006,2125,2.6,5781,87.09,54,14716
2024-03-03,PLT006,2135,3.12,1571,99.77,46,4487
2024-03-04,PLT006,1929,2.35,5669,99.14,26,6127
2024-03-05,PLT006,3323,0.52,3700,92.8,78,9405
2024-03-06,PLT006,1346,1.11,3643,86.67,65,10704
2024-03-07,PLT006,1734,2.89,5257,95.07,67,11265
2024-03-08,PLT006,1710,0.83,4681,85.42,92,9597
2024-03-09,PLT006,2324,2.54,2981,92.6,13,5940
2024-03-10,PLT006,2311,2.8,4375,80.49,64,14645
2024-03-11,PLT006,1858,1.36,5579,92.57,58,16206
2024-03-12,PLT006,2375,1.33,2596,99.03,47,18872
2024-03-13,PLT006,1708,2.08,5807,84.7,54,15989
2024-03-14,PLT006,1878,3.06,2223,95.56,39,11735
2024-03-15,PLT006,3363,1.02,4739,85.87,46,8350
2024-03-16,PLT006,1625,3.31,3878,94.16,65,4959
2024-03-17,PLT006,3401,2.22,4714,94.0,36,10630
2024-03-18,PLT006,2116,3.47,4371,83.69,41,9792
2024-03-19,PLT006,3097,0.59,5989,91.94,20,19553
2024-03-20,PLT006,2803,0.7,5419,97.18,67,6563
2024-03-21,PLT006,1678,2.95,3220,87.65,86,4463
2024-03-22,PLT006,1872,3.07,4899,94.21,44,19115
2024-03-23,PLT006,2438,1.73,3357,93.49,26,14128
2024-03-24,PLT006,2316,2.59,4265,85.15,39,11671
2024-03-25,PLT006,3023,3.08,3896,98.37,27,16323
2024-03-26,PLT006,1498,0.44,5264,91.27,39,12207
2024-03-27,PLT006,1124,2.14,5521,87.11,25,16262
2024-03-28,PLT006,2453,3.03,5386,83.29,84,4918
2024-03-29,PLT006,3060,1.57,4062,89.47,63,10087
2024-03-30,PLT006,3198,1.27,3946,94.6,13,18200
2024-03-31,PLT006,1740,2.85,5167,92.47,24,18984
2024-04-01,PLT006,2714,1.37,3761,94.54,85,5613
2024-04-02,PLT006,1613,0.31,5117,95.84,36,13014
2024-04-03,PLT006,2006,3.37,2812,88.82,13,6120
2024-04-04,PLT006,1024,2.19,3364,90.4,44,7391
2024-04-05,PLT006,1992,2.92,3805,99.73,94,14158
2024-04-06,PLT006,2179,2.94,3307,99.36,72,19604
2024-04-07,PLT006,2650,0.51,4241,88.3,75,5881
2024-04-08,PLT006,929,0.85,4836,93.7,48,12931
2024-04-09,PLT006,3228,1.3,2497,85.35,37,11362
2024-04-10,PLT006,2917,1.33,3819,83.05,43,17045
2024-04-11,PLT006,3315,2.41,4707,95.37,42,9001
2024-04-12,PLT006,1394,2.29,2098,88.72,59,15258
2024-04-13,PLT006,2509,1.88,2583,83.54,69,11256
2024-04-14,PLT006,1617,0.98,5081,95.18,81,7843
2024-04-15,PLT006,1916,1.52,4586,98.3,81,12989
2024-04-16,PLT006,2237,2.04,3802,98.67,51,10129
2024-04-17,PLT006,1505,1.8,4284,91.93,37,7210
2024-04-18,PLT006,1274,0.71,2221,89.59,84,13778
2024-04-19,PLT006,2860,2.38,2654,82.84,36,15922
2024-04-20,PLT006,1948,0.53,1516,95.86,10,13969
2024-04-21,PLT006,2257,1.51,2491,98.91,17,9516
2024-04-22,PLT006,1015,2.57,3732,97.79,55,19288
2024-04-23,PLT006,2995,0.36,4962,95.04,33,6531
2024-04-24,PLT006,2701,2.12,2946,80.09,49,14626
2024-04-25,PLT006,3046,1.37,2965,88.16,60,9487
2024-04-26,PLT006,2382,0.33,5267,88.21,33,16109
2024-04-27,PLT006,2446,0.91,5127,97.89,31,8553
2024-04-28,PLT006,2520,3.31,4583,81.31,83,14661
2024-04-29,PLT006,3352,1.97,3043,90.62,77,6279
2024-04-30,PLT006,1584,3.49,1579,82.72,17,18874
2024-05-01,PLT006,3450,1.98,4787,93.25,67,13559
2024-05-02,PLT006,2371,2.04,2771,95.85,24,14959
2024-05-03,PLT006,2499,1.55,3064,92.84,17,11305
2024-05-04,PLT006,3205,1.29,3213,95.89,51,13589
2024-05-05,PLT006,3068,1.1,2509,92.15,48,9556
2024-05-06,PLT006,1709,1.4,2272,83.8,44,4154
2024-05-07,PLT006,1877,1.77,1982,87.65,50,18854
2024-05-08,PLT006,3001,0.91,3892,99.14,57,15378
2024-05-09,PLT006,2254,1.02,4679,85.76,87,13307
2024-05-10,PLT006,1683,1.17,3081,81.26,80,17657
2024-05-11,PLT006,1140,1.74,4021,87.7,53,7665
2024-05-12,PLT006,2678,2.39,2605,87.33,44,15788
2024-05-13,PLT006,2453,3.04,5209,89.41,36,10727
2024-05-14,PLT006,1382,1.22,4861,91.21,74,5114
2024-05-15,PLT006,1912,0.89,5770,99.85,79,4699
2024-05-16,PLT006,1086,1.51,2341,95.12,75,11565
2024-05-17,PLT006,2781,3.16,5034,80.72,80,16392
2024-05-18,PLT006,3209,0.33,3372,94.25,81,10955
2024-05-19,PLT006,1852,2.47,5005,96.48,72,11109
2024-05-20,PLT006,2287,1.83,4820,97.91,89,12787
2024-05-21,PLT006,1390,0.82,4228,88.48,38,5013
2024-05-22,PLT006,1330,1.33,2454,86.27,40,12731
2024-05-23,PLT006,1138,1.02,3095,96.79,73,19638
2024-05-24,PLT006,3251,3.11,3788,95.55,62,4011
2024-05-25,PLT006,3245,1.84,5935,90.72,83,14135
2024-05-26,PLT006,975,2.1,2243,82.36,77,11474
2024-05-27,PLT006,2256,2.2,2994,93.04,34,8459
2024-05-28,PLT006,2823,2.35,4846,81.31,22,4661
2024-05-29,PLT006,2681,1.89,5610,82.01,90,17629
2024-05-30,PLT006,1726,0.36,3488,86.62,49,8633
2024-05-31,PLT006,3230,1.37,1707,87.42,81,11381
2024-06-01,PLT006,1490,0.89,2583,89.24,16,16601
2024-06-02,PLT006,3019,2.48,3912,86.78,41,9574
2024-06-03,PLT006,2802,0.48,4811,80.68,33,13614
2024-06-04,PLT006,2810,2.1,5510,83.15,10,9871
2024-06-05,PLT006,1474,0.97,1896,82.3,56,13437
2024-06-06,PLT006,1791,3.34,3457,88.62,60,4579
2024-06-07,PLT006,2959,1.37,1708,84.24,45,12453
2024-06-08,PLT006,1040,1.34,1932,85.87,36,4495
2024-06-09,PLT006,2689,3.25,4156,89.43,79,18958
2024-06-10,PLT006,916,1.64,3936,84.71,51,8225
2024-06-11,PLT006,1986,3.38,5946,84.92,85,17470
2024-06-12,PLT006,1152,0.38,1633,96.66,77,17079
2024-06-13,PLT006,1364,1.28,2138,90.96,79,19650
2024-06-14,PLT006,1275,2.43,2728,97.14,22,9934
2024-06-15,PLT006,2727,3.15,4869,90.29,34,17854
2024-06-16,PLT006,1419,1.12,5712,98.19,31,6136
